underlying,underlying_price,put_call,option_symbol,root,expiry,dte_key,days_to_expiration,strike,bid,ask,mid,last,mark,volume,open_interest,iv,delta,gamma,theta,vega,rho,intrinsic_value,extrinsic_value,in_the_money,expiration_type,exercise_type,interest_rate_chain,base_chain_iv
AAPL,276.97,PUT,AAPL  270115P00270000,AAPL,2027-01-15,416,416,270.0,23.9,24.2,24.049999999999997,23.9,24.05,94,2297,23.22,-0.415,0.006,-0.033,1.148,-1.578,-6.97,30.87,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  270115P00280000,AAPL,2027-01-15,416,416,280.0,28.2,29.0,28.6,28.3,28.6,396,1571,22.463,-0.475,0.006,-0.033,1.172,-1.819,3.03,25.27,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  270115P00290000,AAPL,2027-01-15,416,416,290.0,33.05,33.4,33.224999999999994,33.0,33.22,129,1172,31.443,-0.49,0.004,-0.046,1.174,-2.057,13.03,19.97,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  270115P00300000,AAPL,2027-01-15,416,416,300.0,38.5,38.85,38.675,38.48,38.67,38,603,30.649,-0.535,0.004,-0.044,1.169,-2.259,23.03,15.45,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  270115P00310000,AAPL,2027-01-15,416,416,310.0,44.5,44.9,44.7,44.32,44.7,37,166,29.971,-0.578,0.004,-0.043,1.15,-2.466,33.03,11.29,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  270115P00320000,AAPL,2027-01-15,416,416,320.0,49.95,53.15,51.55,51.16,51.55,10,217,29.353,-0.622,0.004,-0.041,1.117,-2.676,43.03,8.13,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  270617P00230000,AAPL,2027-06-17,569,569,230.0,14.85,15.1,14.975,15.59,14.98,0,0,26.205,-0.237,0.003,-0.025,1.063,-1.25,-46.97,62.56,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  270617P00240000,AAPL,2027-06-17,569,569,240.0,17.6,17.85,17.725,17.65,17.73,6,696,25.34,-0.276,0.004,-0.026,1.151,-1.46,-36.97,54.62,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  270617P00250000,AAPL,2027-06-17,569,569,250.0,20.7,21.0,20.85,20.48,20.85,2,862,24.489,-0.318,0.004,-0.027,1.228,-1.692,-26.97,47.45,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  270617P00260000,AAPL,2027-06-17,569,569,260.0,24.2,24.55,24.375,23.9,24.38,72,515,23.647,-0.365,0.005,-0.028,1.293,-1.946,-16.97,40.87,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  270617P00270000,AAPL,2027-06-17,569,569,270.0,28.15,28.45,28.299999999999997,27.85,28.3,2,801,22.786,-0.414,0.005,-0.028,1.34,-2.222,-6.97,34.82,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  270617P00280000,AAPL,2027-06-17,569,569,280.0,32.45,32.85,32.650000000000006,32.15,32.65,12,715,21.904,-0.468,0.005,-0.028,1.365,-2.519,3.03,29.12,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  270617P00290000,AAPL,2027-06-17,569,569,290.0,37.3,37.7,37.5,36.9,37.5,20,345,21.032,-0.524,0.005,-0.027,1.366,-2.836,13.03,23.87,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  270617P00300000,AAPL,2027-06-17,569,569,300.0,42.55,43.0,42.775,42.69,42.78,6,99,31.865,-0.504,0.004,-0.04,1.369,-3.083,23.03,19.66,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  270617P00310000,AAPL,2027-06-17,569,569,310.0,48.35,48.85,48.6,47.53,48.6,6,146,31.161,-0.541,0.004,-0.039,1.361,-3.333,33.03,14.5,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  270617P00320000,AAPL,2027-06-17,569,569,320.0,54.65,55.15,54.9,54.67,54.9,2,0,30.579,-0.577,0.004,-0.038,1.341,-3.587,43.03,11.64,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  271217P00255000,AAPL,2027-12-17,752,752,255.0,26.35,26.75,26.55,26.2,26.55,55,375,23.417,-0.347,0.004,-0.024,1.457,-2.517,-21.97,48.17,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  271217P00260000,AAPL,2027-12-17,752,752,260.0,27.95,28.65,28.299999999999997,28.25,28.3,1,0,22.937,-0.369,0.004,-0.024,1.487,-2.675,-16.97,45.22,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  271217P00265000,AAPL,2027-12-17,752,752,265.0,29.2,30.65,29.924999999999997,30.15,29.92,1,328,22.315,-0.391,0.004,-0.024,1.513,-2.836,-11.97,42.12,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  271217P00270000,AAPL,2027-12-17,752,752,270.0,31.95,32.7,32.325,32.44,32.33,3,523,22.142,-0.414,0.004,-0.024,1.535,-3.015,-6.97,39.41,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  271217P00275000,AAPL,2027-12-17,752,752,275.0,34.15,34.9,34.525,34.2,34.53,2,0,21.769,-0.437,0.005,-0.024,1.551,-3.194,-1.97,36.17,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  271217P00280000,AAPL,2027-12-17,752,752,280.0,36.35,37.15,36.75,36.65,36.75,1,0,21.345,-0.462,0.005,-0.024,1.562,-3.378,3.03,33.62,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  271217P00285000,AAPL,2027-12-17,752,752,285.0,39.05,39.55,39.3,38.79,39.3,23,326,21.06,-0.486,0.005,-0.024,1.567,-3.569,8.03,30.76,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  271217P00290000,AAPL,2027-12-17,752,752,290.0,41.5,42.0,41.75,40.92,41.75,2,0,20.642,-0.511,0.005,-0.023,1.566,-3.763,13.03,27.89,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  271217P00295000,AAPL,2027-12-17,752,752,295.0,44.05,44.6,44.325,44.65,44.33,0,0,20.231,-0.537,0.005,-0.023,1.558,-3.963,18.03,26.62,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  271217P00300000,AAPL,2027-12-17,752,752,300.0,46.7,47.25,46.975,46.45,46.98,20,316,33.09,-0.476,0.003,-0.036,1.566,-4.099,23.03,23.42,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  280121P00230000,AAPL,2028-01-21,787,787,230.0,18.8,19.15,18.975,18.95,18.98,31,347,25.158,-0.253,0.003,-0.022,1.292,-1.909,-46.97,65.92,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  280121P00240000,AAPL,2028-01-21,787,787,240.0,21.8,22.2,22.0,21.52,22.0,9,0,24.385,-0.289,0.003,-0.023,1.38,-2.188,-36.97,58.49,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  280121P00250000,AAPL,2028-01-21,787,787,250.0,24.85,25.6,25.225,24.95,25.23,4,2814,23.528,-0.327,0.004,-0.023,1.457,-2.488,-26.97,51.92,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  280121P00260000,AAPL,2028-01-21,787,787,260.0,28.75,29.3,29.025,28.97,29.03,4,790,22.828,-0.369,0.004,-0.024,1.521,-2.819,-16.97,45.94,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  280121P00270000,AAPL,2028-01-21,787,787,270.0,31.8,33.4,32.6,33.0,32.6,5,351,21.743,-0.414,0.004,-0.023,1.569,-3.164,-6.97,39.97,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  280121P00280000,AAPL,2028-01-21,787,787,280.0,37.3,37.85,37.575,37.38,37.58,52,960,21.299,-0.461,0.005,-0.023,1.596,-3.547,3.03,34.35,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  280121P00290000,AAPL,2028-01-21,787,787,290.0,42.15,42.7,42.425,42.25,42.43,1,0,20.508,-0.51,0.005,-0.023,1.6,-3.945,13.03,29.22,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  280121P00300000,AAPL,2028-01-21,787,787,300.0,47.35,47.95,47.650000000000006,47.14,47.65,14,650,33.289,-0.471,0.003,-0.036,1.599,-4.298,23.03,24.11,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  280121P00310000,AAPL,2028-01-21,787,787,310.0,52.95,55.1,54.025000000000006,52.95,54.03,2,50,32.458,-0.503,0.003,-0.035,1.601,-4.602,33.03,19.92,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  280121P00320000,AAPL,2028-01-21,787,787,320.0,58.55,59.65,59.099999999999994,59.05,59.1,3,40,32.086,-0.532,0.003,-0.035,1.595,-4.912,43.03,16.02,True,S,A,3.732,29.0
